,ID,comments,cleaned_comments
0,kVS-6k2tQAA,I just saw this movie the other day I really liked it,saw movi day realli like
1,kVS-6k2tQAA,EXCELSIOR.,excelsior
2,kVS-6k2tQAA,"is anyone else bothered that Bradley&#39;s character us looked at as the bad for beating up the guy? I mean, I don&#39;t blame him for snapping. He comes home from work to find his wife in the shower, having sex with another man, who I want to say was a coworker. To make matters worse their wedding song was playing. Like how badly can you give your husband the finger? And his wife doesn&#39;t get any punishment for it. In fact, all Bradley&#39;s character still had feelings for his wife even after everything she did.",anyon els bother bradley charact us look bad beat guy mean blame snap come home work find wife shower sex anoth man want say cowork make matter wors wed song play like badli give husband finger wife get punish fact bradley charact still feel wife even everyth
3,kVS-6k2tQAA,♥️♥️♥️,
4,kVS-6k2tQAA,This movie is wonderfully crafted.  Strongly recommended this one.. Watching in 2022.,movi wonder craft strongli recommend one watch
5,kVS-6k2tQAA,"It’s such a beautiful film, very funny, very wholesome.",beauti film funni wholesom
6,kVS-6k2tQAA,Where I can get the full version?,get full version
7,kVS-6k2tQAA,Cult classic 👌,cult classic
8,kVS-6k2tQAA,I haven&#39;t even seen the movie yet but it reminds me of myself that girl how overly blunt she is and how nobody can really put up with her,even seen movi yet remind girl overli blunt nobodi realli put
9,kVS-6k2tQAA,This movie didn’t make any sense to me when I watched it. <br>Sadly. It does now,movi make sens watch sadli
10,kVS-6k2tQAA,5:17 Am April 16th 2022,april th
11,kVS-6k2tQAA,I’m about to watch this movie for the first time,watch movi first time
12,kVS-6k2tQAA,best movie ive ever watched,best movi ive ever watch
13,kVS-6k2tQAA,I hate that hes married,hate he marri
14,kVS-6k2tQAA,I can relate ❤️,relat
15,kVS-6k2tQAA,“ do you want to have dinner at this diner ?” 🤣🤣🤣🤣🤣,want dinner diner
16,kVS-6k2tQAA,Love this film,love film
17,kVS-6k2tQAA,"The fact that people think this is accurate to these mental illnesses is hilarious &amp; horrific. Genuinely the worst movie I’ve ever tried to watch—the characters personalities, dialogue &amp; plot is horrible. &amp; I have a very open mind and prefer obscure things 😅",fact peopl think accur mental ill hilari amp horrif genuin worst movi ever tri watch charact person dialogu amp plot horribl amp open mind prefer obscur thing
18,kVS-6k2tQAA,Sheesh An artist mentioned this movie in his song and now It got me in my feels,sheesh artist mention movi song got feel
19,kVS-6k2tQAA,m,
20,kVS-6k2tQAA,dont know why they deemed the guy insane he had every right to beat the hell out of the bloke. you would have to be a second to jesus not to loose your temper coming home from work to that. our society is messed up.,dont know deem guy insan everi right beat hell bloke would second jesu loos temper come home work societi mess
21,kVS-6k2tQAA,I knew I would love this movie before starting it and now it&#39;s my favourite movie,knew would love movi start favourit movi
22,kVS-6k2tQAA,"Does any one know what this movie is called ? I&#39;m going to watch it tonight ,,plus listen to my music or I&#39;ll get my bro Vin diesel on yall",one know movi call go watch tonight plu listen music get bro vin diesel yall
23,kVS-6k2tQAA,This film is so significant to me as I too suffer from manic depressive bipolar disorder with psychosis tendencies. This movie and 12 years of my life proves even with a mental illness or chemical embalance you can find someone who loves you for all of it 💯,film signific suffer manic depress bipolar disord psychosi tendenc movi year life prove even mental ill chemic embal find someon love
24,kVS-6k2tQAA,❤ Stay positive.,stay posit
25,kVS-6k2tQAA,A Great 👍 and Beautiful 😍 ❤ good 👍 movie 🎬 🎞 🎥 🎦,great beauti good movi
26,kVS-6k2tQAA,Kiss 💋 😘 😗 😚 fra Ane Johanna Skintveit. @#$$$,kiss fra ane johanna skintveit
27,kVS-6k2tQAA,&quot;What are you so up about?&quot;<br>When you wake up in the morning and make a light breakfast for everyone results in alarm bells for some reason.**<br>**For-profit religious pill factory hospitals,quot quot wake morn make light breakfast everyon result alarm bell reason profit religi pill factori hospit
28,kVS-6k2tQAA,"I&#39;m not sure what to think about this movie.<br>It&#39;s by Bob &amp; Harvey Weinstein but there&#39;s no sex, there&#39;s no nudity, except for JLaws back lol!<br><br>Just kidding!<br>It doesn&#39;t need it!<br>Magnificent!!!",sure think movi bob amp harvey weinstein sex nuditi except jlaw back lol kid need magnific
29,kVS-6k2tQAA,"I have bipolar disorder and this film is the most fair, honest and accurate depiction of the condition. Love this movie.",bipolar disord film fair honest accur depict condit love movi
30,kVS-6k2tQAA,"Thank you for consummating the marriage, Lord.",thank consumm marriag lord
31,kVS-6k2tQAA,"Great film, happy that it had a good ending. But seriously guys, don&#39;t gamble",great film happi good end serious guy gambl
32,kVS-6k2tQAA,Why did they have to turn a perfectly nice movie into a romance? They should&#39;ve focused more in Pat&#39;s illness. The ending made me cringe and completely cheaped the experience for me.,turn perfectli nice movi romanc focus pat ill end made cring complet cheap experi
33,kVS-6k2tQAA,The old me is dead and gone.,old dead gone
34,kVS-6k2tQAA,360P is NOT an HD trailer. Are you kidding me?,p hd trailer kid
35,kVS-6k2tQAA,"Silver Linings Playbook (2012) f&#39;u&quot;l&#39;l M&#39;o&#39;V&#39;i&quot;E<br>——————————————————---<br>Watch Here &gt; <a href=""https://bit.ly/3gjeitB"">https://bit.ly/3gjeitB</a><br><br><br><br><br><br><br>Download Here &gt; Silver Linings Playbook (2012)<br><br><br><br><br><br><br>-All Subtitle<br><br>❤️今後は気をライブ配信の再編ありがとうです！この日のライブ配信は、かならりやばかったですね！１万人を超える人が見ていたもん（笑）やっぱり人参最高！まさかのカメラ切り忘れでやら1かしたのもドキドキでした,.<br><br> 💖🖤在整個人類歷史上，強者，富人和具有狡猾特質的人捕食部落，氏族，城鎮，城市和鄉村中的弱者，無`&#39;守和貧窮成員。然而，人類的生存意願迫使那些被拒絕，被剝奪或摧毀的基本需求的人們找到了一種生活方式，並繼續將其DNA融入不斷發展的人類社會。.<br><br> 說到食物，不要以為那些被拒絕的人只吃垃圾。相反，他們學會了在被忽視的肉類和蔬菜中尋找營養。他們學會了清潔，切塊，調味和慢燉慢燉的野菜和肉類，在食品<br><br> √™ Lorsqu&#39;une pilule qui donne aux utilisateurs cinq minutes de super pouvoirs inattendus arrive dans les rues de la Nouvelle-Orléans, un adolescent marchand et un policier local doivent faire équipe avec un ancien soldat pour faire tomber le groupe responsable de sa fabrication. √™ Когда таблетка, дающая пользователям пять минут неожиданных сверхспособностей, попадает на улицы Нового Орлеана, торговец-подросток и местный полицейский √™должны объединиться с бывшим солдатом, чтобы уничтожить группу, √™ответственную за ее создание&quot;&#39;&quot;&#39;&quot;<br><br> 45-летний аристократ влюбляется в доброго, но бедного художника на борту роскошного и незадачливого R.M.S. Титаник. Титаник - это американский фильм 1997 года, снятый и снятый Джеймсом Кэмероном. В этом фильме рассказывается история любви Джека и Роуз (их играют Леонардо Ди Каприо и Кейт Уинслет), которые пришли из разных социальных слоев на борту Титаника RMS, затонувшего во время своего первого рейса 15 апреля 1912 года. @<br><br>Це механізм, який ми<br><br>використовуємо для встановлення<br><br>Кеннеди, Жонсон нарын тэргүүлэгчид, Вьетнам",silver line playbook f u quot l l v quot e watch gt http bit ly gjeitbdownload gt silver line playbook subtitl dna lorsqu une pilul qui donn aux utilisateur cinq minut de super pouvoir inattendu arriv dan le rue de la nouvel orl an un adolesc marchand et un polici local doivent fair quip avec un ancien soldat pour fair tomber le group respons de sa fabric quot quot quot r rm
36,kVS-6k2tQAA,Never thought I&#39;d enjoy a romance but what a movie,never thought enjoy romanc movi
37,kVS-6k2tQAA,This film misses the point about Bipolar disorder and depression in general. <br>Wishful thinking doesn’t cure depression. And therapy by itself doesn’t cure a chemical imbalance in the brain that causes deep depression. Saying stay positive is a nonsensical answer to depression. <br><br>You have a shot at a Silver lining if you stay positive is also a useless statement. I suffered from deep depression years ago. If someone said stay positive to me that meant nothing. I felt like I was in a dark hole mentally that I couldn’t climb out of by myself. And I was suicidal. I somehow got through those dark days and the dark thoughts in my head lifted. Now I realize I was in danger and needed professional help. So this movie is not going to help anyone with Bipolar disorder or depression. <br><br>And Bipolar disorder is very real. <br>I knew someone at work who had it and without his meds his behavior was very unstable and unpredictable. I never knew what he was going to say or do. He was potentially dangerous. Luckily he quit.,film miss point bipolar disord depress gener wish think cure depress therapi cure chemic imbal brain caus deep depress say stay posit nonsens answer depress shot silver line stay posit also useless statement suffer deep depress year ago someon said stay posit meant noth felt like dark hole mental climb suicid somehow got dark day dark thought head lift realiz danger need profession help movi go help anyon bipolar disord depress bipolar disord real knew someon work without med behavior unstabl unpredict never knew go say potenti danger luckili quit
38,kVS-6k2tQAA,Excellent Movie.,excel movi
39,kVS-6k2tQAA,Pat’s dad is effed up for sure but no admission from him whatsoever.  Typical In families.,pat dad ef sure admiss whatsoev typic famili
40,kVS-6k2tQAA,Fly eagles fly,fli eagl fli
41,kVS-6k2tQAA,"🌝🌏🌞 <a href=""http://www.youtube.com/results?search_query=%23neymarlamou"">#NeYmarLaMou</a> 🎶☕👠⚽🦁☕👽🎇",neymarlam
42,kVS-6k2tQAA,Movie gets better on repeat viewing.,movi get better repeat view
43,kVS-6k2tQAA,Really like and enjoy this movie. It&#39;s so good in every element.,realli like enjoy movi good everi element
44,kVS-6k2tQAA,Boring...,bore
45,kVS-6k2tQAA,There&#39;s NO WAY I am the only one who really really hated Tiffany and couldn&#39;t stand her during the entire film,way one realli realli hate tiffani stand entir film
46,kVS-6k2tQAA,There&#39;s NO WAY I am the only one who really really hated Tiffany and couldn&#39;t stand her during the entire film,way one realli realli hate tiffani stand entir film
47,kVS-6k2tQAA,Who came here for Anupam Kher .,came anupam kher
48,kVS-6k2tQAA,INOLVIDABLE PELÍCULA !!!,inolvid pel cula
49,kVS-6k2tQAA,Everybody!!!?,everybodi
50,kVS-6k2tQAA,Bradley cooper didn&#39;t get an oscar for that,bradley cooper get oscar
51,kVS-6k2tQAA,Cant express the sweetness of this movie in words having BPD.,cant express sweet movi word bpd
52,kVS-6k2tQAA,Mystique Meets Rocket Raccoon,mystiqu meet rocket raccoon
53,kVS-6k2tQAA,This movie is so good .. in my top five... What a good movie,movi good top five good movi
54,kVS-6k2tQAA,How come Jacki Weaver doesn&#39;t get a name drop?,come jacki weaver get name drop
55,kVS-6k2tQAA,"This movie was so well done and entertaining.  Every scene was great.  Usually films drag at a point, but this one didn’t.  Riveting from start to finish.  Every actor in this including the supporting cast was top notch.",movi well done entertain everi scene great usual film drag point one rivet start finish everi actor includ support cast top notch
