,ID,comments,cleaned_comments
0,RLtaA9fFNXU,"While this is a great piece of meta-cinema, the original (1995) story came from novelist Christopher Priest, who in turn was influenced by H.G. Wells, &quot;the Father of Science Fiction&quot;. The book concerns a prolonged feud between two stage magicians in late 1800s England. The film deserves much more exposure and credit than it gets, but it&#39;s a simplified adaptation of a more complex and celebrated novel.",great piec meta cinema origin stori came novelist christoph priest turn influenc h g well quot father scienc fiction quot book concern prolong feud two stage magician late england film deserv much exposur credit get simplifi adapt complex celebr novel
1,RLtaA9fFNXU,THIS ONE SUCH FILM WHERE HUGH JACKMAN&#39;S PERFORMANCE IS EASILY OVERSHADOWED BY THIS GREAT ACTOR NAME CHRISTIAN BALE.,one film hugh jackman perform easili overshadow great actor name christian bale
2,RLtaA9fFNXU,"<b>The fact that Nolan himself is the magician who created this magic trick in the form of a movie is crazy.</b><br>The Pledge, the Turn, us looking for the secret which we won&#39;t find, and the Prestige.",fact nolan magician creat magic trick form movi crazi pledg turn us look secret find prestig
3,RLtaA9fFNXU,That&#39;s what multiverse looks like..<br>MCU mets with  DCU and  X-Men universe 😌❤️,multivers look like mcu met dcu x men univers
4,RLtaA9fFNXU,This is mind blowin movie.,mind blowin movi
5,RLtaA9fFNXU,Amazing film. Nikola Tesla great Serbian scientist.,amaz film nikola tesla great serbian scientist
6,RLtaA9fFNXU,The casting of this movie is masterpiece.,cast movi masterpiec
7,RLtaA9fFNXU,Magnum opus,magnum opu
8,RLtaA9fFNXU,I should have watched this first before watching Rick and Morty.,watch first watch rick morti
9,RLtaA9fFNXU,One of the greatest movies of Christopher Nolan!!! 🔥🔥🔥,one greatest movi christoph nolan
10,RLtaA9fFNXU,Nolan is the greatest film director who has ever existed.,nolan greatest film director ever exist
11,RLtaA9fFNXU,Wolverine vs batman vs black widow😁,wolverin vs batman vs black widow
12,RLtaA9fFNXU,When batman met wolverine,batman met wolverin
13,RLtaA9fFNXU,Masterpiece movie,masterpiec movi
14,RLtaA9fFNXU,show de bola !!!!,show de bola
15,RLtaA9fFNXU,"Unpopular Opinion: While this movie does have its positives here and there, “The Prestige” is openly what I consider to be one of the most mediocre movies around. Overrated as well.",unpopular opinion movi posit prestig openli consid one mediocr movi around overr well
16,RLtaA9fFNXU,My god what a MASTERPIECE its is. Mr. Christopher Nolan you are a gift to this WORLD.,god masterpiec mr christoph nolan gift world
17,RLtaA9fFNXU,My favorite twist of all,favorit twist
18,RLtaA9fFNXU,Batman and Alfred,batman alfr
19,RLtaA9fFNXU,One of the best movies I&#39;ve ever watched,one best movi ever watch
20,RLtaA9fFNXU,“Now You See” the “Greatest Showmans” on “Fool Us”,see greatest showman fool us
21,RLtaA9fFNXU,Tesla never invented a duplicating machine!  This movie should have used a machine that Tesla DID invent!,tesla never invent duplic machin movi use machin tesla invent
22,RLtaA9fFNXU,Underrated movie !!!,underr movi
23,RLtaA9fFNXU,"One of the greatest movies I&#39;ve ever seen, extremely underrated.",one greatest movi ever seen extrem underr
24,RLtaA9fFNXU,Brief loji 8 7 9 8,brief loji
25,RLtaA9fFNXU,Time when Wolverine met Batman and Black Widow 😂,time wolverin met batman black widow
26,RLtaA9fFNXU,What a mediocre trailer for such a masterpiece of a film,mediocr trailer masterpiec film
27,RLtaA9fFNXU,This movie blew me away,movi blew away
28,RLtaA9fFNXU,directors of momento. here we go again,director momento go
29,RLtaA9fFNXU,basically a muggle vs a wizard,basic muggl vs wizard
30,RLtaA9fFNXU,Why is Michael Caine in every Christopher Nolan film,michael cain everi christoph nolan film
31,RLtaA9fFNXU,Batman and wolverine but black widow gets plowed by both of them,batman wolverin black widow get plow
32,RLtaA9fFNXU,Starting:<br>•Christian &quot;Batman&quot; Bale<br>•Hugh &quot;Wolverine&quot; Jackman<br>•Michael &quot;Alfred Pennyworth&quot; Caine<br>•Scarlett &quot;Black Widow&quot; Johansson<br>•Andy &quot;Gollum&quot; Serkis<br>•David &quot;Let&#39;s Dance&quot; Bowie,start christian quot batman quot bale hugh quot wolverin quot jackman michael quot alfr pennyworth quot cain scarlett quot black widow quot johansson andi quot gollum quot serki david quot let danc quot bowi
33,RLtaA9fFNXU,show de bola !!!!,show de bola
34,RLtaA9fFNXU,Any sufficiently advanced technology is indistinguishable from magic.,suffici advanc technolog indistinguish magic
35,RLtaA9fFNXU,I didn&#39;t really like this film. Much prefer his other films.,realli like film much prefer film
36,RLtaA9fFNXU,One of the mistress pieces of all time,one mistress piec time
37,RLtaA9fFNXU,Love from Bangladesh 🇧🇩❤ 💕 🇧🇩 ❤,love bangladesh
38,RLtaA9fFNXU,Anyone else want a Don&#39;t Starve origin movie that looks like this?,anyon els want starv origin movi look like
39,RLtaA9fFNXU,Deepest movie of all if u understand,deepest movi u understand
40,RLtaA9fFNXU,One of the best movies I’ve ever watched,one best movi ever watch
41,RLtaA9fFNXU,Vaccines cause harm. Please check out the documentary called VAXXED (recently banned on Amazon).,vaccin caus harm pleas check documentari call vax recent ban amazon
42,RLtaA9fFNXU,Imagine Tom cruise and Christopher Nolan combo in a action crime thriller,imagin tom cruis christoph nolan combo action crime thriller
43,RLtaA9fFNXU,"Looking forward in this the last two movie Tenet, and Inception are great.",look forward last two movi tenet incept great
44,RLtaA9fFNXU,this trailer sucks but the movie is a masterpiece,trailer suck movi masterpiec
45,RLtaA9fFNXU,Alfred never betrays master Wayne Logan should&#39;ve known.,alfr never betray master wayn logan known
46,RLtaA9fFNXU,Wow theee is also alfred,wow theee also alfr
47,RLtaA9fFNXU,I LOVE THIS MOVIE BECAUSE OF HUGH JACKMAN.,love movi hugh jackman
48,RLtaA9fFNXU,Im On a journey of watching Nolan films while tripping and this is next on the list.,im journey watch nolan film trip next list
49,RLtaA9fFNXU,কে্ কে অঙ্কুশের ম্যাজিক বাংলা সিনেমা দেখার  আগে বা  পর এসেছো।,
50,RLtaA9fFNXU,আমি অঙ্কুশের মুভির ট্রেইলার দেখে আসছি 😒😒😒,
51,RLtaA9fFNXU,The ending  is shocking,end shock
52,RLtaA9fFNXU,"If you haven’t seen it yet, stop whatever you’re doing and watch it. You won’t regret it, I promise.",seen yet stop whatev watch regret promis
53,RLtaA9fFNXU,"Surprised magic trick my fav movie 😲😲😲😲, 7crore star, impossible batsman actor villain role and double role end is 777 star not boring 👍👍👍👍",surpris magic trick fav movi crore star imposs batsman actor villain role doubl role end star bore
54,RLtaA9fFNXU,I may not be Nolan’s work biggest fan but I have to admit that he is great at coming up with original concepts and turning them into great movies.,may nolan work biggest fan admit great come origin concept turn great movi
55,RLtaA9fFNXU,can someone convince me to watch this? Everyone raves about it but surely a movie about magicians isn&#39;t that enthralling?,someon convinc watch everyon rave sure movi magician enthral
56,RLtaA9fFNXU,One of the finest ever made in Hollywood ❤️👍,one finest ever made hollywood
