,ID,comments,cleaned_comments
0,lwjn6sLl4U8,They should have give Brian Cox more credit for these films.,give brian cox credit film
1,lwjn6sLl4U8,"If you&#39;ve never seen the movie,  it&#39;s still a must see !!!  An all star cast and each one funny as hell !!  John Malkovich&#39;s character is outrageously funny.  Gotta see this one.",never seen movi still must see star cast one funni hell john malkovich charact outrag funni got ta see one
2,lwjn6sLl4U8,I love the spinning cop car bit,love spin cop car bit
3,lwjn6sLl4U8,"<a href=""https://www.youtube.com/watch?v=lwjn6sLl4U8&amp;t=1m40s"">1:40</a>",
4,lwjn6sLl4U8,Nancy Botwin!,nanci botwin
5,lwjn6sLl4U8,@Airbus294 even better =),airbu even better
6,lwjn6sLl4U8,@Airbus294 WTF? they dont look 65. they look more like 45,airbu wtf dont look look like
7,lwjn6sLl4U8,a little bit to the left ...oh just perfect,littl bit left oh perfect
8,lwjn6sLl4U8,RED retired elderly double agents OMG Hollywood really shouldn&#39;t supply it&#39;s writers with Drugs.,red retir elderli doubl agent omg hollywood realli suppli writer drug
9,lwjn6sLl4U8,"wow, Hollywood is getting better :), very impressed!",wow hollywood get better impress
10,lwjn6sLl4U8,is like the Old People version of the Expandables...,like old peopl version expand
11,lwjn6sLl4U8,"@AMGV0119 No, no. I was just saying the movie itself is portraying Bruce as an old person. That is funny I think.",amgv say movi portray bruce old person funni think
12,lwjn6sLl4U8,@AMGV0119 Well but Bruce Willis is now playing an &quot;old person&quot; ?????,amgv well bruce willi play quot old person quot
13,lwjn6sLl4U8,"@DjDarkArby Yes, it is him. He plays &quot;VP Stanton&quot; Der are usually only a few top names in the end credits of any trailer.",djdarkarbi ye play quot vp stanton quot der usual top name end credit trailer
14,4yNKialC5fc,The best ghibli studios movie i&#39;ve ever seen,best ghibli studio movi ever seen
15,4yNKialC5fc,yup that looks like a legit artwork now......and looks interesting to watch it now.....i think i will watch it,yup look like legit artwork look interest watch think watch
16,4yNKialC5fc,"Wow, the animation it si very good, the film  it is fantastic and wonderful, i love it.",wow anim si good film fantast wonder love
17,4yNKialC5fc,"<b>La Tortue Rouge</b> Movie available in HD Quality now<br><b>WATCH ONLINE NOW</b> <a href=""https://plus.google.com/u/0/+InfinityMoviesEntertainment/posts/U4Fhi5m49JH?sfc=true"">https://plus.google.com/u/0/+InfinityMoviesEntertainment/posts/U4Fhi5m49JH?sfc=true</a>",la tortu roug movi avail hd qualiti nowwatch onlin http plu googl com u infinitymoviesentertain post u fhi jh sfc true
18,M_PMKB5T4n4,So bad trailer,bad trailer
19,M_PMKB5T4n4,❤,
20,M_PMKB5T4n4,💖💖💖💖💖💖💖💖,
21,M_PMKB5T4n4,❤️,
22,ON1-SohDqDg,"What’s the name of the song at <a href=""https://www.youtube.com/watch?v=ON1-SohDqDg&amp;t=0m56s"">0:56</a>",name song
23,ON1-SohDqDg,Adore esa película la extraño mucho,ador esa pel cula la extra mucho
24,ON1-SohDqDg,I laughed throughout this movie..😂😂😂<br>And the ending it just killed me😂😂😂,laugh throughout movi end kill
25,ON1-SohDqDg,"is this seriously a movie? a boring guy gets a girl out of his league. she starts disenchanting him with the fact that she&#39;s human and farts or whatever. he sees flaws and immediately likes the next woman he comes across. who is also out of his league. and his wife is burned really bad and he just cares for banging this other chick. if the movie doesn&#39;t end with both women finding out and kicking his butt, this movie sucks hairy balls.",serious movi bore guy get girl leagu start disench fact human fart whatev see flaw immedi like next woman come across also leagu wife burn realli bad care bang chick movi end women find kick butt movi suck hairi ball
