,ID,comments,cleaned_comments
0,KIpGKumxiGg,M. Night better not fuck this up.,night better fuck
1,KIpGKumxiGg,The window thing made me laugh ha ha ha T_T,window thing made laugh ha ha ha
2,KIpGKumxiGg,Anyone else think Kevin was Michael Fassbender?,anyon els think kevin michael fassbend
3,KIpGKumxiGg,I was on board until he started &quot;altering his body chemistry with his mind&quot;,board start quot alter bodi chemistri mind quot
4,KIpGKumxiGg,My god professor what happened to you?,god professor happen
5,KIpGKumxiGg,Why won&#39;t Shyamalan just quit?? Damn,shyamalan quit damn
6,KIpGKumxiGg,Apocalypse really messed this guy up.,apocalyps realli mess guy
7,KIpGKumxiGg,omg this look good,omg look good
8,KIpGKumxiGg,I&#39;m kinda hoping someone gets buried alive,kinda hope someon get buri aliv
9,KIpGKumxiGg,Guess I&#39;m  not the cult of personality anymore.........,guess cult person anymor
10,KIpGKumxiGg,Just send in Vegeta to take care of this :P,send vegeta take care p
11,KIpGKumxiGg,Also why didn&#39;t this trailer just spoil what I think will be most of the movie.,also trailer spoil think movi
12,KIpGKumxiGg,"Can&#39;t wait to see, a review of this movie because there is no way I&#39;m going to see it day 1 without knowing what I can going into.",wait see review movi way go see day without know go
13,KIpGKumxiGg,oh he!! naw !,oh naw
14,KIpGKumxiGg,Yay... more guys abducting kids.,yay guy abduct kid
15,KIpGKumxiGg,:I,
16,KIpGKumxiGg,THIS IS EPIC! @0 @,epic
17,KIpGKumxiGg,M Night Shyamalan&#39;s Salad Fingers.,night shyamalan salad finger
18,KIpGKumxiGg,Holy crap it&#39;s m. Night shalayma this is gonna be the best comedy EVER so hyped for a good laugh,holi crap night shalayma gon na best comedi ever hype good laugh
19,KIpGKumxiGg,Nope.,nope
20,KIpGKumxiGg,"it was alright, BUT NOT MORE MOVIES",alright movi
21,KIpGKumxiGg,"Yo, why am I hearing the Windows fault/exception sound?",yo hear window fault except sound
22,KIpGKumxiGg,I&#39;m laughing so hard right now!,laugh hard right
23,KIpGKumxiGg,MPD films are the hottest,mpd film hottest
24,KIpGKumxiGg,The scariest part of the trailer was seeing M. Night Shamalyn&#39;s name.,scariest part trailer see night shamalyn name
25,KIpGKumxiGg,&quot;Pardon me sir I think you have the wrong car.&quot; Please I&#39;d be out of that car when I saw him approaching the driver seat,quot pardon sir think wrong car quot pleas car saw approach driver seat
26,KIpGKumxiGg,"Oh, so you caught on to me you little shit.",oh caught littl shit
