,ID,comments,cleaned_comments
0,2VBwLOHwio0,Won 1st Oscar,st oscar
1,2VBwLOHwio0,"The Saalesman hd mоviе hееereеeе =&gt; <a href=""https://twitter.com/ba8896cf22da9c191/status/822799737975771136"">https://twitter.com/ba8896cf22da9c191/status/822799737975771136</a>",saalesman hd vi h ere e gt http twitter com ba cf da c statu
2,2VBwLOHwio0,cool,cool
3,2VBwLOHwio0,when and how?,
4,ujmoYyEyDP8,just as i was getting moriarty vibes i see moriarty lol,get moriarti vibe see moriarti lol
5,ujmoYyEyDP8,I hope the Spectre organization is as good as it was in the &quot; classic Bonds era &quot;. I liked how they trained  their agents and have such mean ugly women like Rosa Kleb  with poison spikes in their shoes and Irma bunt with  second in command like Largo . I hope Spectre is around more than one film I guess Im trying to say and as flamboyant as it once was.,hope spectr organ good quot classic bond era quot like train agent mean ugli women like rosa kleb poison spike shoe irma bunt second command like largo hope spectr around one film guess im tri say flamboy
6,ujmoYyEyDP8,"I could be wrong, but is the blond girl in the trailer the same girl that played the French farmer&#39;s youngest daughter in the first scene of &#39;Inglourious Basterds&#39;?? Which also featured the incredible Christoph Waltz?",could wrong blond girl trailer girl play french farmer youngest daughter first scene inglouri basterd also featur incred christoph waltz
7,ujmoYyEyDP8,"I really, really, really hope he doesn&#39;t write that DB10 off.",realli realli realli hope write db
8,ujmoYyEyDP8,Just take my money already!,take money alreadi
9,ujmoYyEyDP8,Bond v/s Blofeld+Moriarty? Hot damn.,bond v blofeld moriarti hot damn
10,ujmoYyEyDP8,Can&#39;t I buy it RIGHT now !!!!,buy right
11,ujmoYyEyDP8,Rogue Nation much?,rogu nation much
12,ujmoYyEyDP8,November 6????<br>Fuck Star Wars 7!!!,novemb fuck star war
13,ujmoYyEyDP8,"Looks good to me , Bond back to basics , girls , the tux the Aston Martin with Him driving it  and a good villain and a good henchman .Not since Casino Royale I saw this much action.",look good bond back basic girl tux aston martin drive good villain good henchman sinc casino royal saw much action
14,ujmoYyEyDP8,I really hate it when people call cars &quot;she&quot;,realli hate peopl call car quot quot
15,ujmoYyEyDP8,will this be goood??,goood
16,ujmoYyEyDP8,"Hey, cool. It&#39;s that one guy.",hey cool one guy
17,ujmoYyEyDP8,great  love these movie James Bond,great love movi jame bond
18,ujmoYyEyDP8,*SQUEAL!!<br><br>Can&#39;t wait!!,squeal wait
19,ujmoYyEyDP8,"If they knock it out of the park one more time, Craig HAS to do one more movie. Too good to stop now!",knock park one time craig one movi good stop
20,ujmoYyEyDP8,CHRISTOPHER!!.........YES!!.........he makes everything rock!,christoph ye make everyth rock
21,ujmoYyEyDP8,Definitely a must-see for every Bond fan around the world. The only main competitors for the holidays are the final &quot;Hunger Games&quot; and the return of &quot;Star Wars&quot;.,definit must see everi bond fan around world main competitor holiday final quot hunger game quot return quot star war quot
22,ujmoYyEyDP8,Can&#39;t Wait!,wait
23,ujmoYyEyDP8,"One of my favorite Bond things is the Bond Music.  This trailer features a callback to one of my favorite John Barry soundtracks, On Her Majesty&#39;s Secret Service.  While Lazenby isn&#39;t my preferred Bond, that was a GREAT score! (one of many)",one favorit bond thing bond music trailer featur callback one favorit john barri soundtrack majesti secret servic lazenbi prefer bond great score one mani
24,ujmoYyEyDP8,Um...was that Moriarty in there for half a second?,um moriarti half second
25,ujmoYyEyDP8,"Those with a good memory will recognise the &quot;Bond going off-book and only Q is around to help him&quot; plot thread from Licence to Kill. But its a good plot theme if done properly so I don&#39;t mind that. After 24 films, every good plot line has been used of course.<br><br>And of course, you&#39;ve got hot cars (boy does that Aston look good), Bond girls (and Daniel Craig for the ladies ;) ) and a reworking of the classic John Barry OHMSS theme at <a href=""http://www.youtube.com/watch?v=ujmoYyEyDP8&amp;t=1m43s"">1:43</a>  - what more could you possibly want?<br><br>26 October in the UK. Can&#39;t wait!",good memori recognis quot bond go book q around help quot plot thread licenc kill good plot theme done properli mind film everi good plot line use cours cours got hot car boy aston look good bond girl daniel craig ladi rework classic john barri ohmss theme could possibl want octob uk wait
26,ujmoYyEyDP8,"Daniel Craig acting has always been on point, the way he is written isnt always great.Spiderman? 007 is a series that you cant just &quot;reboot&quot;, it is progressive. AND spectre has been around for a long time.......",daniel craig act alway point way written isnt alway great spiderman seri cant quot reboot quot progress spectr around long time
27,ujmoYyEyDP8,super,super
28,ujmoYyEyDP8,Why do they always have to put French girls in these movies? In this case Lea Seydoux. Other countries also have pretty women!,alway put french girl movi case lea seydoux countri also pretti women
29,ujmoYyEyDP8,Why did they reveal the villains face in this trailer? They&#39;ve ruined the movie before it can even get on the screen properly!,reveal villain face trailer ruin movi even get screen properli
30,ujmoYyEyDP8,Absolutely... CAN NOT WAIT!,absolut wait
31,ujmoYyEyDP8,"Is it just me, or is Christoph Waltz channeling Peter Lorre?",christoph waltz channel peter lorr
32,ujmoYyEyDP8,Interesting... looks interesting... subtle jab at the invisible car... still looks interesting... hm... who is the head of S.P.E.C.T.R.... HOLY FUCK I AM SO GOING TO SEE THIS ON OPENING NIGHT!!!<br><br>aherhm!...<br><br>I mean... <br><br>Interesting. ..,interest look interest subtl jab invis car still look interest hm head p e c r holi fuck go see open night aherhm mean interest
33,ujmoYyEyDP8,Everybody looks super old in this trailer.,everybodi look super old trailer
34,ujmoYyEyDP8,This trailer was impressive,trailer impress
35,ujmoYyEyDP8,｡◕ ‿ ◕｡,
36,ujmoYyEyDP8,Subscribe In my Channel<br>ممكن اشتراك بالقناه,subscrib channel
37,ujmoYyEyDP8,I AM GOING TO SEE THIS MOVIE!!! HOPEFULLY!!!,go see movi hope
38,ujmoYyEyDP8,after middle of thetreiler i heard the sound of Rambo theme?)))),middl thetreil heard sound rambo theme
39,ujmoYyEyDP8,What&#39;s the music? Anyone know it?,music anyon know
40,ujmoYyEyDP8,"I&#39;ve never been a huge bond fan but,  I think this made me see how cool he is. Maybe it was the old theme playing or Craig&#39;s more slick portrayal of bond. Whatever it is I&#39;m going to see this movie.",never huge bond fan think made see cool mayb old theme play craig slick portray bond whatev go see movi
41,ujmoYyEyDP8,Mexico,mexico
42,ujmoYyEyDP8,"oh my good, i think but not best a Casino Royal",oh good think best casino royal
43,ujmoYyEyDP8,"Now they have rebooted Bond&#39;s canon and brought back SPECTRE and Blofeld etc. there seems NO reason why those numerous 007 films that were both original Fleming stories AND shit movies not be remade properly - Diamonds Are Forever, Live &amp; Let Die, Man WIth Golden Gun, Moonraker, Octopussy, View to A Kill, all absolute gash. Seems odd in the remake/reboot culture that Bond bucks the trend!",reboot bond canon brought back spectr blofeld etc seem reason numer film origin fleme stori shit movi remad properli diamond forev live amp let die man golden gun moonrak octopussi view kill absolut gash seem odd remak reboot cultur bond buck trend
44,ujmoYyEyDP8,Christoph Waltz is one of the few actors that can literally play any villain in a movie and can kill it. This trailer is evidence.,christoph waltz one actor liter play villain movi kill trailer evid
45,ujmoYyEyDP8,the ungadgets 007,ungadget
46,ujmoYyEyDP8,Eight members of SPECTRE  disliked the trailer.,eight member spectr dislik trailer
47,ujmoYyEyDP8,Thank you 007 for bringing us the hottest women in the action flick world.,thank bring us hottest women action flick world
48,ujmoYyEyDP8,Can&#39;t wait to go see this :),wait go see
49,ujmoYyEyDP8,james moriarty :D,jame moriarti
50,ujmoYyEyDP8,"Mexico City looks amazing! Daniel Craig the best James Bond, this is going to be brilliant.",mexico citi look amaz daniel craig best jame bond go brilliant
51,ujmoYyEyDP8,"<a href=""http://www.youtube.com/results?search_query=%23DanielCraig"">#DanielCraig</a> 4 ever",danielcraig ever
52,ujmoYyEyDP8,MORIARTY,moriarti
53,ujmoYyEyDP8,Great trailer! I wish the movie will be even better than the others...<br>Not like skyfall... I fell asleep in the middle of the story due to long dialogues,great trailer wish movi even better other like skyfal fell asleep middl stori due long dialogu
54,ujmoYyEyDP8,I can&#39;t wait to see this movie! Also I&#39;m pretty sure at one point I heard the music from On Her Majesty&#39;s Secret Service. Cool little easter egg there.,wait see movi also pretti sure one point heard music majesti secret servic cool littl easter egg
55,ujmoYyEyDP8,Christophe Waltz is Blofeld... That is perfect :D,christoph waltz blofeld perfect
56,ujmoYyEyDP8,I LOVE JAMES BOND!!!! This trailer is giving me life.,love jame bond trailer give life
57,ujmoYyEyDP8,Is it just me or is spectre the nazi general from inglorious basterds???,spectr nazi gener inglori basterd
58,ujmoYyEyDP8,"IT WAS ME JAMES! IT WAS ME, AAAALL ALONG!",jame aaaall along
59,ujmoYyEyDP8,Batista looks pretty imposing in this.  Are we finally getting proper Bond henchmen?,batista look pretti impos final get proper bond henchmen
60,ujmoYyEyDP8,"I was hoping that Waltz wouldn&#39;t be Blofeld, but that outfit... they pratically confirmed it. I don&#39;t like the idea of bringing him back because there&#39;s no real reason to do it. Still, i&#39;m gonna wait to see it, hoping that i&#39;m wrong and Waltz is just a new villain.<br>If it is Blofeld... what would be next? Goldfinger? I love to see the people&#39;s reactions to that.",hope waltz blofeld outfit pratic confirm like idea bring back real reason still gon na wait see hope wrong waltz new villain blofeld would next goldfing love see peopl reaction
61,ujmoYyEyDP8,Spectre is going to be brilliant.,spectr go brilliant
62,ujmoYyEyDP8,any Batista fans here ? :),batista fan
63,ujmoYyEyDP8,"Batista!!! &lt;3 <a href=""http://www.youtube.com/watch?v=ujmoYyEyDP8&amp;t=0m56s"">0:56</a>",batista lt
64,ujmoYyEyDP8,Christoph Waltz awesome! :D,christoph waltz awesom
65,ujmoYyEyDP8,Awesome 😈,awesom
66,ujmoYyEyDP8,Moriarty in da house!,moriarti da hous
67,ujmoYyEyDP8,anyone else caught a glimpse of Moriarty? (Andrew Scott),anyon els caught glimps moriarti andrew scott
68,ujmoYyEyDP8,"Well, at least they didn&#39;t ruin the surprise by revealing anything crucial to the plot.",well least ruin surpris reveal anyth crucial plot
69,ujmoYyEyDP8,And then i saw Christoph Waltz in it anddd <b>I need to fuckin watch this</b>,saw christoph waltz anddd need fuckin watch
70,ujmoYyEyDP8,"After watching the &#39;Man from UNCLE&#39; trailer, I think Henry Cavill should be the next Bond.",watch man uncl trailer think henri cavil next bond
71,ujmoYyEyDP8,That DB10 looks awesome!!!,db look awesom
72,ujmoYyEyDP8,"jesus why this movie same thing with Fast and Furious with Supercar <a href=""http://www.youtube.com/watch?v=ujmoYyEyDP8&amp;t=0m34s"">0:34</a>-<a href=""http://www.youtube.com/watch?v=ujmoYyEyDP8&amp;t=0m37s"">0:37</a> and that helicopter is same The A-Team <a href=""http://www.youtube.com/watch?v=ujmoYyEyDP8&amp;t=2m03s"">2:03</a>-<a href=""http://www.youtube.com/watch?v=ujmoYyEyDP8&amp;t=2m05s"">2:05</a> do maybe this bond 24 run out idea actually",jesu movi thing fast furiou supercar helicopt team mayb bond run idea actual
73,ujmoYyEyDP8,Christoph Waltz :O,christoph waltz
74,ujmoYyEyDP8,B E H O L D,b e h l
75,ujmoYyEyDP8,"Is james brother right? Or am i wrong? Btw it looks amazing , the soundtrack the editing the cinematography, hope it tops skyfall",jame brother right wrong btw look amaz soundtrack edit cinematographi hope top skyfal
76,ujmoYyEyDP8,Is Daniel doing another Bond after this?,daniel anoth bond
77,ujmoYyEyDP8,&quot;It was me James. The author of all your pain.&quot;,quot jame author pain quot
78,ujmoYyEyDP8,nice.,nice
79,ujmoYyEyDP8,"This looks incredible. The perfect fusion of classic fun Bond and the new dark, gritty and complex Bond! 007 is back!",look incred perfect fusion classic fun bond new dark gritti complex bond back
80,ujmoYyEyDP8,"Mr. Waltz: you had my curiosity, but now you have my attention.",mr waltz curios attent
81,ujmoYyEyDP8,I hope this is better than Skyfall,hope better skyfal
82,ujmoYyEyDP8,"Moriarty @<a href=""http://www.youtube.com/watch?v=ujmoYyEyDP8&amp;t=2m14s"">2:14</a>",moriarti
83,ujmoYyEyDP8,Is it me or is that blofeld,blofeld
84,ujmoYyEyDP8,Wooooh!,wooooh
85,ujmoYyEyDP8,HELL YES!!!! I can&#39;t wait for it.,hell ye wait
86,ujmoYyEyDP8,I get a feeling that this going to be a special Bond movie.,get feel go special bond movi
87,ujmoYyEyDP8,"in my opinion,the only reason to see the movie is christopher waltz. wait and see if its worth it.",opinion reason see movi christoph waltz wait see worth
88,ujmoYyEyDP8,AMAZING,amaz
89,ujmoYyEyDP8,"James bond hydra, i mean spectre.",jame bond hydra mean spectr
90,ujmoYyEyDP8,Moriarty!,moriarti
91,ujmoYyEyDP8,"I had my doubts with this film when it was announced, but each day that goes by I look forward to it more and more. <br>I&#39;m sure that with Sam Mendes and Daniel Craig at the helm once again that this will be another classic Bond.",doubt film announc day goe look forward sure sam mend daniel craig helm anoth classic bond
92,ujmoYyEyDP8,Looks amazing !!,look amaz
93,ujmoYyEyDP8,7,
94,ujmoYyEyDP8,Absolutely brilliant.,absolut brilliant
95,ujmoYyEyDP8,EXCELLENT,excel
96,ujmoYyEyDP8,This is going to be the best James Bond Movie to date. Also it&#39;s coming out the same day as Black Ops 3. Damnit.,go best jame bond movi date also come day black op damnit
97,ujmoYyEyDP8,"Finally, we get to see SPECTRE in all its glory!",final get see spectr glori
98,ujmoYyEyDP8,Why couldn&#39;t Sony have treated Spider-Man with this much respect?,soni treat spider man much respect
99,ujmoYyEyDP8,Please god can Daniel Craig be bond forever,pleas god daniel craig bond forev
100,ujmoYyEyDP8,awesome!!!!!!,awesom
101,ujmoYyEyDP8,3rd,rd
102,ujmoYyEyDP8,FIRST BRAZILLLLLLLLLLLLL HUE IS EVERYWHERE,first brazillllllllllll hue everywher
103,ujmoYyEyDP8,first,first
104,dJTU48_yghs,siri to the extreme,siri extrem
105,dJTU48_yghs,Mugatu: &quot;Amy Adams is so Hot Right Now. Amy! &quot;,mugatu quot ami adam hot right ami quot
106,dJTU48_yghs,@pickgirl he never left,pickgirl never left
